model,total_pnl,sharpe_ratio,hit_ratio,max_drawdown,num_trades,avg_pnl_per_trade,win_loss_ratio
RIDGE_ORIGINAL,302.3916347089985,0.18688595698703686,48.3271375464684,-1583.0049135647341,142,2.1295185542887216,1.0871441242348898
ENSEMBLE_BASIC,-113.63322244582139,-0.10348177491624835,22.304832713754646,-1084.349645239228,112,-1.0145823432662624,1.4618162103365875
ENSEMBLE_CONVICTION,107.07492492202914,0.05208076441450571,20.817843866171003,-2002.0625985111114,118,0.9074146179832978,1.5024178283431775
ENSEMBLE_HOLDING,3643.018371290907,1.5546533685378774,28.99628252788104,-2315.7220164105947,70,52.0431195898701,1.5393228083592703
