date,price,F,signal_ensemble,position,pnl_gross,pnl_net
2024-05-09,16.530416666666667,33.231662700637266,2.0002070744564233,0.0,0.0,0.0
2024-05-11,9.3275,30.7140277744356,-0.6447894362846011,0.0,-0.0,-0.0
2024-05-12,2.002083333333333,30.09826654816176,0.48455343131005413,0.0,-0.0,-0.0
2024-05-13,21.915000000000003,27.59239522411647,9.811265759690635,0.0,-0.0,-0.0
2024-05-15,21.500416666666666,29.368750990300228,0.15401062358785755,0.0,0.0,0.0
2024-05-16,30.64916666666667,36.01116096591333,0.5614634113103456,0.0,0.0,0.0
2024-05-17,44.9725,32.0513092979955,-1.2953587136428826,0.0,-0.0,-0.0
2024-05-18,25.012083333333333,33.44465198335233,-3.871454601277763,-2.0,-66.88044889712774,-74.08044889712774
2024-05-19,14.782499999999999,31.33417171355553,-2.540538832205128,-2.0,101.30305295024635,101.30305295024635
2024-05-20,19.092916666666667,30.234552430649064,5.431390123989485,-2.0,52.78172557951041,52.78172557951041
2024-05-21,32.14541666666667,29.162923479856712,0.8929556987695492,0.0,-0.0,-7.200000000000001
2024-05-23,51.63333333333333,26.329070253983453,0.24084076842174063,0.0,-0.0,-0.0
2024-05-24,72.1275,21.730706688514264,-2.052740018704576,-2.0,220.72145114252106,213.52145114252107
2024-05-26,14.394166666666665,20.4823309511795,-13.553421378172004,-2.0,59.92203539206872,59.92203539206872
2024-05-29,32.4325,18.24979763517525,5.156317437609887,-2.0,107.16159916820402,107.16159916820402
2024-06-02,1.3945833333333333,28.821610156084887,-6.969114090188968,-2.0,-507.44700100366265,-507.44700100366265
2024-06-04,46.0975,27.865249737487943,9.62217145188662,-2.0,45.905300092653306,45.905300092653306
2024-06-05,38.865,33.19052180379097,-1.5110545860535556,-2.0,-255.61305918254538,-255.61305918254538
2024-06-06,54.33625,32.466773751275205,0.26628942378246273,0.0,-0.0,-7.200000000000001
2024-06-07,54.70416666666667,33.65046145275499,-2.2661757710919983,0.0,0.0,0.0
2024-06-08,18.223333333333333,31.98595115391617,-5.939452374524195,0.0,-0.0,-0.0
2024-06-09,14.641666666666666,27.49523796680534,-0.8191580803539434,0.0,-0.0,-0.0
2024-06-10,29.067083333333333,24.460045947339005,6.886986061649068,0.0,-0.0,-0.0
2024-06-11,44.27125,25.806789214204684,2.235479600314139,0.0,0.0,0.0
2024-06-12,35.02625,27.683690811945286,0.22796314712625365,0.0,0.0,0.0
2024-06-15,-5.11,24.09174789838805,-6.271402947557259,-2.0,172.41325985074735,165.21325985074736
2024-06-16,4.514166666666667,25.283425675649863,2.4028069207597156,-2.0,-57.200533308567,-57.200533308567
2024-06-18,37.71541666666666,23.981272684539864,8.934068636793834,-2.0,62.50334357327995,62.50334357327995
2024-06-19,57.43166666666667,25.83126876112074,0.039920414366946176,0.0,0.0,-7.200000000000001
2024-06-20,80.80958333333334,24.50381654824257,-1.9244019166019655,0.0,-0.0,-0.0
2024-06-21,80.12375,23.33617632210161,-5.0433740770082585,0.0,-0.0,-0.0
2024-06-22,41.385416666666664,26.82684501091776,-7.74722112679855,0.0,0.0,0.0
2024-06-24,54.46416666666667,28.53373554007258,5.192785528737965,0.0,0.0,0.0
2024-06-25,50.85666666666666,25.655713211990875,1.0697395257114863,0.0,-0.0,-0.0
2024-06-26,104.95666666666666,27.02426244945741,0.9874567409757549,0.0,0.0,0.0
2024-06-27,62.560833333333335,32.829323519809535,-3.8347407824749813,0.0,0.0,0.0
2024-06-28,36.56875,28.027755612883706,-1.431190249919933,0.0,-0.0,-0.0
2024-06-29,24.31458333333333,27.777839488310818,0.26814893740074003,0.0,-0.0,-0.0
2024-07-01,51.44625,31.021632826319625,7.423188240704139,2.0,155.70208022442273,148.50208022442274
2024-07-02,53.56791666666667,33.02417127916695,1.9678185499011216,2.0,96.12184573667162,96.12184573667162
2024-07-03,32.13583333333333,33.006536556435215,-0.6808524692339474,2.0,-0.8464666911232825,-0.8464666911232825
2024-07-04,10.797916666666666,36.14908929902278,2.481794554800981,2.0,150.8425316442033,150.8425316442033
2024-07-05,29.54041666666667,38.13210597644839,4.494918899058097,2.0,95.18480051642928,95.18480051642928
2024-07-06,-6.5879166666666675,44.49846331624111,-2.9917023609580067,2.0,305.58515231005026,305.58515231005026
2024-07-07,17.535416666666666,46.013986823497824,2.4633864957741394,0.0,0.0,-7.200000000000001
2024-07-08,67.89625,45.6603009807324,8.34292467514331,0.0,-0.0,-0.0
2024-07-09,47.46958333333333,45.08021760224613,-3.1833009405339254,-2.0,27.844002167341046,20.644002167341043
2024-07-10,69.52458333333333,43.92904894523093,1.7018166092742597,-2.0,55.256095536729504,55.256095536729504
2024-07-11,77.53125,43.12558120617344,-2.9937012749212273,-2.0,38.56645147475945,38.56645147475945
2024-07-12,53.55666666666667,45.84514360772548,-5.698036373923578,-2.0,-130.5389952744979,-130.5389952744979
2024-07-13,31.49416666666667,45.17717184465192,-7.262816037360008,-2.0,32.06264462753086,32.06264462753086
2024-07-14,18.752083333333335,47.16637466681708,-3.0959226202557697,-2.0,-95.48173546392741,-95.48173546392741
2024-07-15,46.615833333333335,53.6055955086533,8.832733042746922,2.0,309.0826004081388,294.6826004081388
2024-07-17,74.67125,53.217969554198106,2.5836676757332864,2.0,-18.60604581384939,-18.60604581384939
2024-07-18,82.03916666666667,54.44908723470852,-2.196272371102206,2.0,59.09364866449994,59.09364866449994
2024-07-19,79.11583333333333,50.51257817640413,-3.85846993070912,-2.0,188.95243479861062,174.55243479861062
2024-07-20,49.56125,42.761416570743165,-7.888546153388667,-2.0,372.0557570717265,372.0557570717265
2024-07-22,58.72416666666667,33.42826878389791,2.3566781167144764,-2.0,447.9910937685721,447.9910937685721
2024-07-23,55.126666666666665,34.3450522344114,0.7083038539950465,0.0,0.0,-7.200000000000001
2024-07-24,57.685,36.21786221533033,1.8880539060591557,1.8880539060591557,84.86318879473342,78.06619473292045
2024-07-25,55.94833333333333,41.14786730259148,0.5794965772409785,1.8880539060591557,223.39476868547817,223.39476868547817
2024-07-26,64.67999999999999,42.90123331856656,-0.3344654104716754,1.8880539060591557,79.45078932511522,79.45078932511522
2024-07-27,38.96458333333333,43.787562660919086,-6.183319374141672,-2.0,-42.543808432921196,-56.54080249473416
2024-07-30,55.005833333333335,45.58881666780516,2.1981731099353996,-2.0,-86.46019233053164,-86.46019233053164
2024-07-31,66.21875,47.02778332417614,0.6111311127607532,-2.0,-69.07039950580702,-69.07039950580702
2024-08-01,79.16958333333334,40.81487936185373,-3.1546023240359182,-2.0,298.2193901914759,298.2193901914759
2024-08-02,75.77166666666666,42.73955147407242,-2.940048430023761,-2.0,-92.38426138649731,-92.38426138649731
2024-08-03,32.89875,43.78355605000991,-6.881534492012911,-2.0,-50.11221964499964,-50.11221964499964
2024-08-04,30.919583333333335,42.02421118664879,-1.4886753508623762,0.0,-0.0,-7.200000000000001
2024-08-05,48.467083333333335,45.25571888890872,6.382379913425236,2.0,155.11236970847642,147.91236970847643
2024-08-06,42.95041666666666,53.43912532241443,2.117499498304039,2.0,392.80350880827405,392.80350880827405
2024-08-07,34.06791666666667,56.38744359427652,1.8916376862837962,2.0,141.51927704938043,141.51927704938043
2024-08-08,29.22,60.09064314139552,1.8698440994190308,1.8698440994190308,166.1857397316405,165.717178489549
2024-08-09,25.565416666666668,61.82628314970403,1.6401760714804192,1.8698440994190308,77.88902947803058,77.88902947803058
2024-08-10,21.641666666666666,61.43335949689302,-2.181523644183551,1.8698440994190308,-17.632943369540307,-17.632943369540307
2024-08-11,11.0475,66.29194970050914,-0.42253408074896964,0.0,0.0,-6.731438757908512
2024-08-12,51.54791666666667,66.38198115052671,6.49038822737102,0.0,0.0,0.0
2024-08-13,82.01916666666666,67.7408762096684,1.4651834336084564,0.0,0.0,0.0
2024-08-14,84.56125,67.30017957462091,-4.681627497031228,-2.0,21.153438482279398,13.953438482279397
2024-08-16,77.575,72.06037043726964,-10.356481193848389,-2.0,-228.4891614071389,-228.4891614071389
2024-08-17,73.81625,74.47545802238375,-8.003981645613623,-2.0,-115.92420408547719,-115.92420408547719
2024-08-18,51.642500000000005,71.93081473856547,-6.734527894951763,0.0,-0.0,-7.200000000000001
2024-08-19,86.56,69.60346705194361,6.041795052002706,0.0,-0.0,-0.0
2024-08-20,52.58833333333333,65.97320680614129,-1.0573432941379295,0.0,-0.0,-0.0
2024-08-21,40.183749999999996,65.4265777214112,1.9830126904550325,1.9830126904550325,-26.015337887797884,-33.154183573436
2024-08-22,38.18958333333333,68.10726900630013,3.5437262561624707,1.9830126904550325,127.58027609104657,127.58027609104657
2024-08-23,37.86875,71.45369758246862,2.13610015271439,1.9830126904550325,159.26424802184363,159.26424802184363
2024-08-24,23.427916666666665,69.52586715044613,-1.2215467265475046,0.0,-0.0,-7.138845685638119
2024-08-25,23.025000000000002,72.79984431072397,1.1363784194750788,0.0,0.0,0.0
2024-08-26,72.05958333333334,75.43368248334728,14.277071164540208,2.0,126.42423228591906,119.22423228591906
2024-08-27,69.58874999999999,74.19435960201892,-0.36511030182076903,2.0,-59.48749830376141,-59.48749830376141
2024-08-28,89.62583333333333,77.69120037861299,-0.5014370442530561,2.0,167.84835727651534,167.84835727651534
2024-08-29,99.32125,72.81221652816266,-2.7027297076679573,-2.0,234.1912248216156,219.7912248216156
2024-08-30,95.24208333333333,66.8510472407235,-5.209476991981185,-2.0,286.1361257970798,286.1361257970798
2024-08-31,68.08541666666666,59.5078830546402,-8.125854093134308,-2.0,352.4718809319984,352.4718809319984
2024-09-01,61.87125,65.11553362924388,-4.251138776420656,0.0,0.0,-7.200000000000001
2024-09-02,105.09333333333335,64.64288493363858,5.422277161287206,0.0,-0.0,-0.0
2024-09-03,104.7375,61.93399490660008,-4.424722282780141,0.0,-0.0,-0.0
2024-09-04,104.35125,59.65393754684474,-2.8941539243874286,0.0,-0.0,-0.0
2024-09-05,83.46708333333333,53.217999185176986,-1.6626289311310274,0.0,-0.0,-0.0
2024-09-06,81.19625,57.44220507734399,-1.480673122233343,0.0,0.0,0.0
2024-09-07,59.736250000000005,55.790842311444976,-5.582921115550552,-2.0,79.26541276315277,72.06541276315276
2024-09-09,58.13791666666666,54.72780014820766,3.3520641530572814,-2.0,51.026023835391015,51.026023835391015
2024-09-10,39.339999999999996,56.56184328806885,3.374945490602642,-2.0,-88.03407071333697,-88.03407071333697
2024-09-12,68.63125000000001,54.81525172317304,6.437833658600371,2.0,-83.83639511499882,-98.23639511499883
2024-09-13,57.32375,57.14712309065179,-1.6926324160484663,2.0,111.92982563897988,111.92982563897988
2024-09-14,47.737500000000004,63.00484281243584,-3.5570927306762954,2.0,281.17054664563443,281.17054664563443
2024-09-15,27.0525,65.96168559313314,-2.718231167488508,0.0,0.0,-7.200000000000001
2024-09-18,48.53458333333333,64.16135086242369,4.582666966863849,0.0,-0.0,-0.0
2024-09-19,53.312083333333334,62.58829154297951,0.8469139008564252,0.0,-0.0,-0.0
2024-09-20,57.02291666666667,63.41695436150487,-0.7193729084846172,0.0,0.0,0.0
2024-09-21,35.09166666666667,66.87665034441959,-4.4426249497619,0.0,0.0,0.0
2024-09-22,44.074999999999996,59.66725600157511,-2.6099803614063917,0.0,-0.0,-0.0
2024-09-23,55.97083333333333,65.1811912496859,2.632769616627448,2.0,264.6688919093176,257.4688919093176
2024-09-24,53.634166666666665,64.54600445673667,-0.23608353199325371,2.0,-30.488966061562905,-30.488966061562905
2024-09-25,39.433749999999996,61.7414182618774,-0.49254725423234297,2.0,-134.6201373532449,-134.6201373532449
2024-09-26,26.91125,59.51404533155194,0.7039421680652979,0.0,-0.0,-7.200000000000001
2024-09-27,15.239583333333334,56.65530187914892,2.4930953612714277,2.0,-137.2196857153449,-144.41968571534488
2024-09-29,19.502083333333335,59.04333651644349,0.558444536110358,2.0,114.6256625901392,114.6256625901392
2024-10-01,68.91958333333334,54.95238816688362,4.402711310643742,2.0,-196.3655207788736,-196.3655207788736
2024-10-02,88.09208333333333,54.11161077486853,-1.884634555108885,0.0,-0.0,-7.200000000000001
2024-10-05,60.05416666666667,52.79413104937471,-8.369194172057652,-2.0,63.239026823703284,56.03902682370328
2024-10-07,55.67958333333333,55.32025952280685,2.074216398371419,-2.0,-121.25416672474262,-121.25416672474262
2024-10-08,31.33125,50.03140239693796,1.6315250395658314,-2.0,253.86514204170658,253.86514204170658
2024-10-11,86.03583333333334,57.556819507201794,5.3200750888329535,2.0,361.2200212926639,346.8200212926639
2024-10-13,21.678749999999997,72.16039437412249,-10.320379240340449,2.0,700.9715936121934,700.9715936121934
2024-10-14,92.00291666666668,72.4049942397572,6.151685063934973,2.0,11.740793550466151,11.740793550466151
2024-10-15,66.34541666666667,71.29483885308973,-2.9755262330215793,-2.0,53.28745856003866,38.88745856003865
2024-10-16,30.389166666666668,83.33672016109922,-1.8232807239039504,-2.0,-578.0103027844557,-578.0103027844557
2024-10-17,62.22708333333333,85.69693445711697,2.5391163839642736,-2.0,-113.29028620885174,-113.29028620885174
2024-10-18,66.58375,87.61207724130762,-1.1415075827398067,0.0,0.0,-7.200000000000001
2024-10-19,37.62625,90.83516610956248,-5.5117072440575585,-2.0,-154.7082656762334,-161.90826567623338
2024-10-20,10.854583333333332,95.73484466176194,-1.5387141571430591,-2.0,-235.18457050557413,-235.18457050557413
2024-10-22,86.86458333333333,95.57145003358563,11.99272017638406,-2.0,7.842942152462683,7.842942152462683
2024-10-23,83.32833333333333,95.6726771425578,-3.7649678686558237,-2.0,-4.85890123066406,-4.85890123066406
2024-10-24,64.39458333333333,98.47108446590924,-2.1605467567979098,-2.0,-134.32355152086916,-134.32355152086916
2024-10-25,60.42875,99.87143544539062,-0.201470527887929,-2.0,-67.21684701510594,-67.21684701510594
2024-10-26,59.18125,100.21736684193957,-3.82487195330172,-2.0,-16.60470703434953,-16.60470703434953
2024-10-27,73.58916666666666,101.44461653143748,-4.489852927867111,-2.0,-58.907985095899676,-58.907985095899676
2024-10-28,81.70416666666667,102.43869381093788,1.5482744637635977,-2.0,-47.71570941601931,-47.71570941601931
2024-10-29,86.5675,107.2169635575566,-0.5053111925289707,0.0,0.0,-7.200000000000001
2024-10-30,79.65291666666667,100.79220182308131,-1.439132409598385,0.0,-0.0,-0.0
2024-10-31,97.29125,105.30712185258484,-0.5919438795799187,0.0,0.0,0.0
2024-11-01,81.16041666666666,110.6492375075919,-2.8191747484280865,0.0,0.0,0.0
2024-11-03,79.11625,99.23855656852665,-1.5649470139583457,0.0,-0.0,-0.0
2024-11-04,108.27583333333332,96.61446722628568,2.412682061585389,0.0,-0.0,-0.0
2024-11-05,115.45083333333334,92.89804821792276,-1.127937874064344,0.0,-0.0,-0.0
2024-11-06,116.31124999999999,89.48893355918892,-2.3525393980272806,0.0,-0.0,-0.0
2024-11-07,109.46291666666667,86.89280832255085,-1.8726199500388285,0.0,-0.0,-0.0
2024-11-08,112.33208333333333,93.12114060591249,-1.7927655879931976,0.0,0.0,0.0
2024-11-09,111.59166666666665,96.02999682173072,-3.894084646656522,0.0,0.0,0.0
2024-11-10,106.04333333333334,99.0070975220123,-4.133683309477084,0.0,0.0,0.0
2024-11-11,99.89125,101.5703340244416,-0.37719385549034246,0.0,0.0,0.0
2024-11-12,103.36125,100.06687185284504,0.4290719241962762,0.0,-0.0,-0.0
2024-11-13,123.53000000000002,99.77751523411936,0.7216403742202299,0.0,-0.0,-0.0
2024-11-15,123.915,95.35815279262182,-2.1765454415303798,-2.0,212.12939719188194,204.92939719188195
2024-11-16,106.55833333333334,94.52348723696136,-3.847538466096214,-2.0,40.0639466717023,40.0639466717023
2024-11-17,90.10625,91.41804408887744,-3.5070264893567065,-2.0,149.06127110802822,149.06127110802822
2024-11-18,113.18916666666667,89.284419981775,1.2390551557209095,0.0,-0.0,-7.200000000000001
2024-11-19,88.70833333333333,93.53285372834264,0.17165173676107415,0.0,0.0,0.0
2024-11-20,112.09833333333334,97.39875348135077,1.588223105358887,1.588223105358887,147.35787145748915,141.64026827819717
2024-11-21,113.93708333333335,99.2396738016995,-0.36669279392892334,1.588223105358887,70.17101250966087,70.17101250966087
2024-11-22,111.1475,105.8838069470518,-1.833148306314074,1.588223105358887,253.25677863670413,253.25677863670413
2024-11-23,66.27374999999999,104.63212275196317,-4.305921473853719,-2.0,60.080841364254184,47.16323818496219
2024-11-26,114.01208333333334,110.84701143193332,4.655914281374162,-2.0,-298.3146566385676,-298.3146566385676
2024-11-27,81.16041666666666,110.7039735731317,-3.2608833448477834,-2.0,6.8658172224777445,6.8658172224777445
2024-11-28,111.67625,104.46486847549453,1.4446502420043876,0.0,-0.0,-7.200000000000001
2024-11-29,113.82791666666667,105.75108462044,-0.1634414292550966,0.0,0.0,0.0
2024-11-30,105.37791666666668,101.6844782699461,-5.3702549909439625,-2.0,195.19710482370715,187.99710482370716
2024-12-01,90.55958333333332,98.94581311300506,-5.716995433774191,-2.0,131.45592753316987,131.45592753316987
2024-12-02,108.06958333333334,100.22986139111194,4.297609856311657,-2.0,-61.63431734913024,-61.63431734913024
2024-12-03,143.15791666666667,96.26430752466392,0.5289932936147951,0.0,-0.0,-7.200000000000001
2024-12-04,144.2775,89.90059267463855,-5.481081619610765,-2.0,305.45831280121797,298.258312801218
2024-12-05,104.59166666666665,85.63851730622851,-4.705056939589727,-2.0,204.57961768368182,204.57961768368182
2024-12-06,89.39999999999999,89.42912979603106,-2.7519885554463577,-2.0,-181.94939951052265,-181.94939951052265
2024-12-07,39.937916666666666,89.87345333135849,-4.66256715031372,-2.0,-21.32752969571652,-21.32752969571652
2024-12-08,38.71041666666667,99.53314424846585,1.4079609288214154,-2.0,-463.66516402115303,-463.66516402115303
2024-12-09,90.39125,94.87509681207382,12.978581367714256,-2.0,223.58627694681718,223.58627694681718
2024-12-10,126.72250000000001,,2.3341579014620755,0.0,,
2024-12-11,164.63,,-1.6272612648548241,-1.6272612648548241,,
2024-12-13,176.13833333333332,,-2.4663081148027146,-1.6272612648548241,,
2024-12-14,108.20458333333333,,-8.862784129304034,-1.6272612648548241,,
2024-12-15,70.43875,,-2.3606636124278615,0.0,,
2024-12-16,78.165,,6.950181798786556,2.0,,
2024-12-17,93.7425,,3.0702874433524983,2.0,,
2024-12-18,56.77125,,-0.7417992608335321,2.0,,
2024-12-19,60.26541666666666,,3.9932912385246975,0.0,,
2024-12-20,79.47458333333333,,1.4969100861980855,0.0,,
2024-12-21,31.3625,,-4.3005418531867585,0.0,,
2024-12-22,25.040833333333335,,-1.0366635753645144,0.0,,
2024-12-23,68.42208333333333,,6.883848095131653,0.0,,
2024-12-24,102.70875000000001,,0.3137982124508066,0.0,,
2024-12-25,97.23625,,-2.8305050650946453,0.0,,
2024-12-26,112.83416666666666,,-1.0910479867106304,0.0,,
